startup_name,sector,city,investors,stage,amount_usd,description
Dropkaffe,Online Coffee Delivery Platform,Bengaluru,"Manish Singhal, P39 Capital & Others",Seed,300000.0,Online Coffee Delivery platform - 
Reverie,Language Localization Cloud Platform,Bengaluru,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,Language Localization Cloud platform - 
Cloudcherry Analytics,Crm / Analytics Platform,Chennai,"The Chennai Angels, Idg Ventures India",Seed,1000000.0,CRM / Analytics platform - 
Handyhome,Hyperlocal Electronics Repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed,630000.0,Hyperlocal Electronics repair Service - 
Nxtgen,It Infrastructure & Data Center Services,Bengaluru,"Ifc, Axon Partners, Intel Capital",Private Equity,13500000.0,IT infrastructure & Data Center services - 
Bankbazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,Online Financial Services - 
Gozoomo,Used Car Marketplace,Bengaluru,Saif Partners,Private Equity,5000000.0,Used Car Marketplace - 
Zenatix,Internet Of Things Platform,Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed,161000.0,Internet of Things platform - 
Culturealley,Language Learning App,Jaipur,Tiger Global,Private Equity,6500000.0,Language Learning App - 
Gingercrush,Custom Merchandize Platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed,1000000.0,Custom Merchandize platform - 
Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & Others",Seed,395000.0,Custom Furniture Marketplace - 
Paper Boat,Ethnic Beverages Manufacturer,Gurugram,"Sofina, Hillhouse Capital",Private Equity,30000000.0,Ethnic Beverages manufacturer - 
Wudstay,Budget Accommodation Aggregator,Gurugram,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,Budget Accommodation aggregator - 
Liases Foras,Real Estate Rating & Analysis,Delhi,Dmg Information Asia Pacific,Private Equity,5000000.0,Real Estate Rating & Analysis - 
Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,Music Streaming App - 
Flytxt,Big Data & Analytics Platform,Mumbai / Global,"Sunrise Capital Gmbh, Big Data Investments B.V",Private Equity,11000000.0,Big Data & Analytics platform - 
Axtria,Big Data & Analytics Platform,India / Us,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,Big Data & Analytics platform - 
33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed,20000.0,Coupon Aggregator Platform - 
Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed,470000.0,Online Food-Tech Platform - 
Collectabillia,Celebrity Fashion Brand,Bengaluru,Accel Partners,Private Equity,7500000.0,Celebrity Fashion Brand - 
Lendingkart,Online Finance Lending Platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,Online Finance lending platform - 
Lybrate,Healthcare Mobile App,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,Healthcare Mobile App - 
Zoomcar,Self-Driven Vehicle Rental,Bengaluru,"Sequoia Capital, Empire Angels, Ngp",Private Equity,11000000.0,Self-driven vehicle rental - 
\\Xc2\\Xa0News In Shorts,\\Xc2\\Xa0News Aggregator Mobile App,\\Xc2\\Xa0Noida,\\Xc2\\Xa0Tiger Global,Private Equity,2020000000.0,\\xc2\\xa0News Aggregator mobile app - 
\\Xc2\\Xa0Bluestone,\\Xc2\\Xa0Online Jewellery Store,\\Xc2\\Xa0Bangalore,"\\Xc2\\Xa0Ivycap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,2016200000.0,\\xc2\\xa0Online Jewellery Store - 
\\Xc2\\Xa0Shopsity,\\Xc2\\Xa0Fashion Info Aggregator App,\\Xc2\\Xa0Gurgaon,"\\Xc2\\Xa0 Sandeep Aggarwal, Teruhide Sato",Seed,20.0,\\xc2\\xa0Fashion Info Aggregator App - 
\\Xc2\\Xa0Notesgen,\\Xc2\\Xa0Online Study Notes Marketplace,\\Xc2\\Xa0New Delhi,"\\Xc2\\Xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed,20.0,\\xc2\\xa0Online Study Notes Marketplace - 
\\Xc2\\Xa0Infinity Assurance,\\Xc2\\Xa0Warranty Programs Service Administration,\\Xc2\\Xa0New Delhi,\\Xc2\\Xa0Indian Angel Network,Seed,20600000.0,\\xc2\\xa0Warranty Programs Service Administration - 
\\Xc2\\Xa0Footprints Education,\\Xc2\\Xa0Pre-School Chain,\\Xc2\\Xa0Gurgaon,"\\Xc2\\Xa0Letsventure, Kumar Bansal, Kshitij Jain",Seed,20685000.0,\\xc2\\xa0Pre-School Chain - 
\\Xc2\\Xa0Loylty Rewards,\\Xc2\\Xa0Premium Loyalty Rewards Point Management,\\Xc2\\Xa0Mumbai,\\Xc2\\Xa0Indianideas.Com,Private Equity,2019350000.0,\\xc2\\xa0Premium Loyalty Rewards Point Management - 
\\Xc2\\Xa0Ameyo,\\Xc2\\Xa0Contact Center Software Platform,\\Xc2\\Xa0Gurgaon,\\Xc2\\Xa0Forum Synergies Pe Fund,Private Equity,205000000.0,\\xc2\\xa0Contact Center Software Platform - 
\\Xc2\\Xa0Mamagoto,\\Xc2\\Xa0Casual Dining Restaurant Chain,\\Xc2\\Xa0New Delhi,\\Xc2\\Xa0Goldman Sachs,Private Equity,2010000000.0,\\xc2\\xa0Casual Dining restaurant Chain - 
\\Xc2\\Xa0Satvacart,\\Xc2\\Xa0Online Grocery Delivery,\\Xc2\\Xa0Gurgaon,\\Xc2\\Xa0Palaash Ventures,Seed,20.0,\\xc2\\xa0Online Grocery Delivery - 
Mysmartprice,Online Comparison Engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,Online comparison engine - 
Zenify,Residential Rental Management Platform,Bengaluru,Atul Jalan,Seed,20.0,Residential Rental management platform - 
Boxmyspace,Physical Storage Warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed,300000.0,Physical Storage warehouses - 
Hackerrank,Tech Recruitment Platform,Bengaluru,Hr Technology Fund,Private Equity,7500000.0,Tech Recruitment platform - 
Wickedride,Bike Rental Platform,Bengaluru,Undisclosed,Seed,790000.0,Bike Rental Platform - 
Wowexpress,Tech Enabled Logistics Platform,Mumbai,Tamarind Family Private Trust,Seed,500000.0,Tech enabled logistics platform - 
Oyo Rooms,Budget Hotel Accommodation,Gurugram,"Softbank, Sequoia Capital",Private Equity,100000000.0,Budget Hotel Accommodation - 
Mobikon,Restaurant Customer Engagement Platform,Pune,Jungle Ventures,Private Equity,2300000.0,Restaurant customer engagement platform - 
Roadrunnr,Hyper Local Logistics Platform,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,Hyper local logistics platform - 
Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed,700000.0,Crowd Funding Platform - 
Quikwallet,F&B Sector Mobile Payment Platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,F&B sector Mobile Payment platform - 
Omnikart,Industrial Supplies B2B Ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed,100000.0,Industrial Supplies B2B ecommerce - 
Zo Rooms,Online Budget Hotel Chain,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,Online budget hotel chain - 
Innoviti,Payment Solutions Platform,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,Payment Solutions platform - 
Joy By Nature,Organic Food Ecommerce,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,Organic Food ecommerce - 
Iqlect,Big Data & Analytics Platform,Bengaluru,Exfinity Venture Partners,Private Equity,2000000.0,Big Data & Analytics platform - 
Degustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,Fine Dining Restaurant Chain - 
Nestaway,Luxury Rental Homes,Bengaluru,"Flipkart, Tiger Global",Private Equity,12750000.0,Luxury Rental Homes - 
Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed,320000.0,Online Grocers - 
Medgenome,Clinical Genomics Provider,Bengaluru,Sequoia Capital,Private Equity,20000000.0,Clinical Genomics Provider - 
Holidayiq,Travel Information Portal,Bengaluru,Makemytrip,Private Equity,15000000.0,Travel information portal - 
Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,Fitness Marketplace - 
Quikr,Online & Mobile Classified Listings,Mumbai,"Ab Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,Online & Mobile classified listings - 
Broex,Real Estate Broker Network App,Gurugram,Lightspeed India,Private Equity,1000000.0,Real Estate Broker network App - 
Credr,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,Used Bikes Marketplace - 
Managemyspa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000.0,Spa & Salon Management Software - 
Pepperfry,Online Home D\\Xc3\\Xa9Cor Marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,Online home d\\xc3\\xa9cor marketplace - 
Flipkart.Com,Online Marketplace,Bengaluru,Steadview Capital And Existing Investors,Private Equity,700000000.0,Online Marketplace - 
Opinio,Hyperlocal Food & Grocery Store,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed,1300000.0,Hyperlocal food & grocery store - 
Zoctr,Health-Tech Platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed,1000000.0,Health-Tech platform - 
Zimmber,Hyperlocal Handyman Services,Mumbai,"Idg Ventures India, Omidyar Network, Sherpalo Ventures,\\Xc2\\Xa0 Mohandas Pai",Private Equity,2000000.0,Hyperlocal Handyman Services - 
Truehb,Medical Tech Instruments,Delhi,"Sachin And Binny Bansal, Malvinder And Shivinder Singh, Gurpreet Singh & Others",Seed,2400000.0,Medical Tech Instruments - 
Zovi.Com / Little App,Hyperlocal Deals Marketplace,Bengaluru,"Paytm, Saif Partners,\\Xc2\\Xa0 Tiger Global Management & Others",Private Equity,50000000.0,Hyperlocal Deals Marketplace - 
Swajal,Innovative Water Solutions,Gurugram,Abhishek Gupta,Private Equity,1200000.0,Innovative Water Solutions - 
Pipa Bella,Online Jewelry Store,Mumbai,Lionrock Capital,Private Equity,600000.0,Online Jewelry Store - 
Pragmatix,Business Intelligence & Analytics,Mumbai,Sidbi Venture Capital Ltd,Private Equity,2400000.0,Business intelligence & Analytics - 
Droom.In,Used Vehicle Marketplace,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,Used Vehicle Marketplace - 
Madrat Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed,168000.0,Educational Board Games - 
Noodle Play,Chinese Food Delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed,168000.0,Chinese food delivery - 
Lazylad,Hyperlocal Grocery App,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,Hyperlocal Grocery App - 
Prothom,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,2000000.0,Hasbro Toy Manufacturer - 
Bona Vita,Travel Tech,Gurugram,Makemytrip,Private Equity,5000000.0,Travel Tech - 
Veeba Foods,Healthy Food Manufacturer,Delhi,"Dsg Consumer Partners, Saama Capital.",Private Equity,6000000.0,Healthy Food Manufacturer - 
Truebil,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed,500000.0,Used Car Marketplace - 
Meritnation,Online Learning Platform,Delhi,Infoedge,Private Equity,4000000.0,Online Learning Platform - 
Eattreatonline,Healthy Food Online Community,Delhi,Group Of 15 Angel Investors,Seed,350000.0,Healthy Food Online Community - 
Glamrs,Online Fashion Video Portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,Online Fashion Video Portal - 
Proviera,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,550000.0,Probiotic Technology Products Manufacturer - 
Arth Designbuild,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed,500000.0,Architectural Design & Consulting - 
Saama,Big Data & Analytics Services,Pune / Us,Carrick Capital Partners,Private Equity,35000000.0,Big Data & Analytics Services - 
Allizhealth,Preventive Healthcare Services,Pune,Mumbai Angels & Other Angel Investors,Seed,350000.0,Preventive Healthcare Services - 
Propstack,Real Estate Intelligence Platform,Mumbai,Dmg Information,Private Equity,3000000.0,Real Estate Intelligence Platform - 
Mytaxiindia,Online Car Rental Affiliates,Delhi,Green House Ventures,Seed,100000.0,Online Car Rental Affiliates - 
Arkin Net,Data Center Software Platform,Pune / Us,Nexus Venture Partners,Private Equity,15000000.0,Data Center Software platform - 
Little Black Book Delhi,Online City & Lifestyle Guide,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed,150000.0,Online City & Lifestyle Guide - 
Icustomadeit,Bespoke Merchandize Marketplace,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed,250000.0,Bespoke Merchandize Marketplace - 
Ecom Express,Logistics Solution Provider,Delhi,Warburg Pincus,Private Equity,137000000.0,Logistics Solution Provider - 
Vidooly,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,1000000.0,Video Intelligence Platform - 
Zopper,Hyperlocal Shopping App,Mumbai,"Tiger Global,\\Xc2\\Xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,Hyperlocal Shopping App - 
Flipkart,Ecommerce Platform,Bengaluru,Morgan Stanley,Private Equity,50000000.0,eCommerce platform - 
Medwell Ventures,Healthcare\\Nservice Provider,Bengaluru,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,Healthcare\\nService provider - 
Jugnoo,Auto Rickshaw Based Services,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,Auto Rickshaw Based Services - 
Applied Solar Technologies,Off-Grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment And Ifc",Private Equity,40000000.0,Off-grid Solar Power - 
Clovia,Private Label Lingerie Ecommerce,Delhi,Ivycap Ventures,Private Equity,5000000.0,Private Label lingerie Ecommerce - 
Swiggy,Online Food Ordering,Bengaluru,"Norwest Venture Partners, Saif Partners, Accel Partners",Private Equity,16500000.0,Online Food Ordering - 
Paymango,Mobile Commerce Platform,Gurugram,Group Of Angel Investors,Seed,234000.0,Mobile Commerce Platform - 
Teritree,Digital Marketing Services,Bengaluru,Kcl,Seed,140000.0,Digital Marketing Services - 
Voonik,Fashion Ecommerce Store,Bengaluru,"Sequoia Capital, Seedfund",Private Equity,5000000.0,Fashion Ecommerce store - 
Adstringo,Mobile Compression Software,Mumbai,"Arihant Patni, Vishal Khare,\\Xc2\\Xa0 Viswanath Ramachandran",Seed,350000.0,Mobile Compression Software - 
Faircent.Com,Peer To Peer Lending Platform,Gurugram,M&S Partners Pte. Ltd,Seed,250000.0,Peer to Peer Lending platform - 
La Renon,Global Healthcare Products,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,Global Healthcare products - 
Homelane,Home Furnishing Solutions,Bengaluru,Sequoia Capital,Private Equity,50000000.0,Home Furnishing Solutions - 
Shippr,Intra-City Logistics Service,Bengaluru,I2India Pvt Ltd,Seed,500000.0,Intra-City Logistics service - 
Couponraja,Online Coupon & Comparison Platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & Others",Seed,500000.0,Online Coupon & comparison platform - 
Mydentist,Dental Clinic Chain,Mumbai,"Lgt Group, Asian Healthcare Fund, Seedfund",Private Equity,8200000.0,Dental Clinic chain - 
Fracktal Works,3D Printer Manufacturer,Bengaluru,Neoteric Infomatique Limited,Private Equity,3000000.0,3D Printer Manufacturer - 
Hansa Customer Equity,It / Customer Engagement Consulting,Mumbai,Ask Pravi,Private Equity,5000000.0,IT / Customer Engagement Consulting - 
Housejoy,Home Services Marketplace,Bengaluru,Matrix Partners,Private Equity,4000000.0,Home services marketplace - 
Fundsindia.Com,Financial Services Platform,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,Financial Services Platform - 
Cupick,Social Network For Artists,Bengaluru,Group Of Angel Investors From Us/India,Seed,120000.0,Social Network for Artists - 
Tracxn,Startup Funding Platform,Bengaluru,"Sachin Bansal, Bunny Bansal & Other Investors",Private Equity,10000000.0,Startup funding platform - 
Holachef,Food Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,Food Delivery Platform - 
Elong,Data Driven Recruitment Recommendation,Bengaluru,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,Data Driven recruitment recommendation - 
Vidgyor,Video Advertisement Platform,Bengaluru,Angelprime,Seed,500000.0,Video Advertisement Platform - 
Goodservice,Mobile Chat Based Concierge Service,Delhi,Sequoia Capital,Private Equity,1600000.0,Mobile Chat based concierge service - 
Treebo,Online Budget Hotel Booking Service,Bengaluru,"Matrix Partners India, Saif Partners",Private Equity,6000000.0,Online Budget Hotel Booking Service - 
Edukart,Online Education Marketplace,Delhi,"Holostik Group, Youwecan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,Online education marketplace - 
The Porter,Logistics Tech,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,Logistics Tech - 
Retention.Ai,App Analytics Platform,Bengaluru,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & Others",Seed,500000.0,App Analytics platform - 
Fusion Microfinance,Micro Finance Platform,Delhi,"Development Finance Institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,Micro Finance Platform - 
Zinka,Freight Logistics Platform,Bengaluru,"Accel Partners, Flipkart",Private Equity,6000000.0,Freight logistics platform - 
Creditmantri,Credit Management Services,Chennai,"Idg Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,Credit Management Services - 
Getmypeon,Hyperlocal Handyman Services,Mumbai,Undisclosed Investors,Seed,250000.0,Hyperlocal Handyman Services - 
